track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
You Are Not Alone,Eagles,spotify:track:105pAI4PrZM9wTGMLs6H79,0.538,0.403,0,-10.091,1,0.0284,0.187,0.00229,0.133,0.434,76.165,4
You Are Not Alone,Modern Talking,spotify:track:3T3b3sSibIpkJZeLV9TDqX,0.649,0.996,0,-3.594,0,0.0357,0.0623,0.204,0.119,0.926,128.036,4
You Are So Beautiful,Joe Cocker,spotify:track:1gJOqXpRjz9GeEEwQpcujK,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,3
You Are The Flower,Toto,spotify:track:0tsfmo7sJQoZjxSN7wl7Ej,0.585,0.903,5,-5.363,1,0.0913,0.0885,0.000775,0.411,0.767,89.246,4
You Are The Government,Bad Religion,spotify:track:4uKMHiWSI5omiZrSAUjrH8,0.431,0.976,1,-2.987,1,0.0393,0.000358,0,0.207,0.916,140.305,4
You Are The Government (2),Bad Religion,spotify:track:37sMd8X8aVZjtX3pk1ORYJ,0.423,0.963,1,-6.042,1,0.0375,0.00104,0,0.289,0.88,140.262,4
You Are The One,Aha,spotify:track:6a9O11ZNVVkl6zMrbdO3p3,0.514,0.71,2,-11.731,1,0.0316,0.017,0.007,0.29,0.861,161.108,4
You Are The One,Carpenters,spotify:track:6hkgmq3FX0sfUWIfNNHpPG,0.215,0.148,0,-16.109,1,0.033,0.704,0,0.153,0.274,73.909,4
You Are The One,Sentenced,spotify:track:66yOzv9APmV5cTfjOApw28,0.422,0.803,9,-5.221,0,0.036,8.27e-05,0.000691,0.177,0.256,136.963,4
You Are The One,Aha,spotify:track:6a9O11ZNVVkl6zMrbdO3p3,0.514,0.71,2,-11.731,1,0.0316,0.017,0.007,0.29,0.861,161.108,4
You are the one (oficial),Aha,spotify:track:2wIErQCL4OmZzQXMKO0SiP,0.497,0.914,1,-6.114,1,0.0332,0.00334,0.88,0.059,0.235,180.022,4
You Are The Sunshine Of My Life,Stevie Wonder,spotify:track:3Qmmbge1Gnu3Wm9060zyZw,0.465,0.58,11,-11.36,1,0.0419,0.763,3.49e-06,0.115,0.749,131.799,4
You Are The Sunshine Of My Life (2),Stevie Wonder,spotify:track:6Toey9TZZCwCwPxqSHMw3U,0.465,0.58,11,-11.36,1,0.0419,0.763,3.49e-06,0.115,0.749,131.799,4
You Are Too Beautiful,Frank Sinatra,spotify:track:3ZkqASMtUZYiTLtzGfOFIT,0.326,0.188,9,-15.111,1,0.0352,0.956,0.442,0.365,0.291,71.238,5
You Baby,Mamas & The Papas,spotify:track:1o0NI2MZ3vwLLV0Hl9vqLN,0.632,0.548,10,-11.383,1,0.0461,0.644,0.000402,0.0748,0.913,122.292,4
You Beat Me To The Punch,Mary Wells,spotify:track:4Sz8zFchpHQVQVqVyGz5Jb,0.75,0.398,11,-14.516,0,0.0466,0.605,0,0.18,0.961,113.516,4
You Belong To Me,Patsy Cline,spotify:track:2STy18bfCVP8v6aOu2CliZ,0.577,0.0725,3,-20.774,1,0.0345,0.949,0,0.121,0.326,109.22,3
You Belong To My Heart,Engelbert Humperdinck,spotify:track:0PjvRF2Vl6HNvoAt7FICxv,0.468,0.278,3,-14.809,0,0.0324,0.859,2.22e-05,0.0973,0.178,105.854,4
You Belong With Me,Taylor Swift,spotify:track:1yP2l17YVYqUmnR1LUGzPB,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4
You Bet Your Life,Rush,spotify:track:4Xri9xphrnoPj1R88rDZUA,0.568,0.95,7,-6.132,1,0.0355,0.00286,0.0387,0.32,0.839,131.388,4
You Can Call Me Al,Paul Simon,spotify:track:0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,4
You Can Close Your Eyes,James Taylor,spotify:track:2cNELi1hzt3eWwYHYkJKub,0.529,0.124,0,-19.808,0,0.0312,0.578,0.00266,0.105,0.323,135.014,4
You Can Depend On Me,Brenda Lee,spotify:track:6sEzDVlcfYn2akvtzUitrb,0.563,0.153,11,-13.87,1,0.0272,0.857,0.00193,0.085,0.335,92.487,3
You Can Do Magic,America,spotify:track:5dXED6MP1v1qghkaniirb1,0.859,0.568,4,-12.516,0,0.0387,0.29,0,0.31,0.936,129.72,4
You can have her,Charley Pride,spotify:track:37GWhu8R61gTStMvVQfDuE,0.665,0.512,4,-10.704,1,0.03,0.581,0,0.371,0.87,130.578,4
You Can Leave Your Hat On,Joe Cocker,spotify:track:1x9iOd3K1JC6tdjGZJpFgZ,0.65,0.535,5,-13.325,1,0.0282,0.118,0,0.187,0.9,173.8,4
You Can Make History,Elton John,spotify:track:2ChvdpARUc5va0hLi51Nmp,0.662,0.724,2,-9.109,1,0.0276,0.163,0.0129,0.365,0.481,92.274,4
You Can Win If You Want,Modern Talking,spotify:track:2pZbERJUZsfkKRn1EU1mgD,0.792,0.842,6,-7.589,1,0.03,0.181,0.000185,0.0582,0.761,108.01,4
You Can't Always Get What You Want,Rolling Stones,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4
You can't make a heart love somebody,George Strait,spotify:track:2jPUnxu3DoQfvV4eVS9AUI,0.561,0.352,7,-10.457,1,0.0278,0.162,0,0.156,0.268,138.351,4
You Can't Put Your Arms Around What Is Already Gone,Roxette,spotify:track:3fm9FYOuI2dd3tmap8d0AY,0.616,0.873,7,-4.217,1,0.0513,0.00329,0.00199,0.0553,0.771,99.052,4
You Cant Do It Right,Deep Purple,spotify:track:719mZpNNAbExUe4Wzzdzaz,0.636,0.832,9,-10.287,1,0.0499,0.177,8.73e-06,0.321,0.897,116.342,4
You Cant Do That,Beatles,spotify:track:5b9G4dtK3Tdguuy9BO3Nwo,0.612,0.788,0,-6.251,1,0.0335,0.367,0,0.382,0.961,129.161,4
You Cant Hurry Love,Phil Collins,spotify:track:4YwbSZaYeYja8Umyt222Qf,0.62,0.936,7,-4.593,1,0.0308,0.0261,0,0.0679,0.763,97.527,4
You Cant Kill Rock And Roll,Ozzy Osbourne,spotify:track:2Gv8N5uCG9aACVDfEq7Zcv,0.325,0.834,3,-7.239,1,0.0615,0.017,3.84e-05,0.0772,0.314,135.066,4
You Cant Quit Me Baby,Queens Of Stone Age,spotify:track:6n4a5O61MnE5m5XmagEJOP,0.306,0.766,10,-6.104,1,0.0416,0.0221,0.872,0.143,0.543,169.745,4
You Choose,Pet Shop Boys,spotify:track:3NEnhvCIWgCBCdlidAZLmY,0.354,0.804,9,-6.114,0,0.0463,0.027,0.00257,0.0882,0.141,204.037,4
You Could Be Mine,Guns N Roses,spotify:track:0dlTGl67UFWcKupzkxZYOn,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,4
You Could Be Mine (Live),Guns N Roses,spotify:track:4BrYH5uQYdK5aRubDEP3cO,0.276,0.989,10,-3.589,0,0.22,3.09e-05,0.0895,0.993,0.238,156.619,4
You Decorated My Life,Kenny Rogers,spotify:track:3gJYzy6nRvEFZPDpf074jG,0.27,0.246,7,-15.606,1,0.0335,0.761,0.000617,0.116,0.155,171.828,4
You Didn't Mean Anything to Me,Ramones,spotify:track:2mm8lUD1P63YpiIokt7H4c,0.438,0.927,9,-5.656,1,0.0481,0.0347,0.000259,0.0723,0.369,98.231,4
You Didnt Break It,Steve Vai,spotify:track:69EDLl8PcbwmXhGAqaVMgI,0.473,0.713,0,-9.737,1,0.0356,0.000311,0.00274,0.588,0.433,148.483,4
You Didnt Have To Be So Nice,Lovin Spoonful,spotify:track:7khsvqWYjms5UASgLb8bft,0.638,0.622,1,-10.035,0,0.0265,0.809,0.00385,0.0416,0.871,130.354,4
You Don't Bring Me Flowers,Neil Diamond,spotify:track:7qmqeHzgNQTOnl1NUgRFO4,0.16,0.123,0,-18.111,1,0.04,0.878,2.24e-05,0.157,0.239,67.006,4
You don't even Know who I am,Patty Loveless,spotify:track:6AeFuwycMVxiRjHNiRcXAb,0.317,0.199,1,-12.597,1,0.0385,0.76,2.14e-05,0.0745,0.12,206.364,3
You Don't Fool Me,Queen,spotify:track:1chxAv59LZcOE5FyrlUze2,0.591,0.829,4,-6.499,0,0.036,0.101,8.63e-05,0.385,0.574,121.964,4
You don't have to say you love me,Elvis,spotify:track:5aZs9CepW7eVKORVARLhmN,0.263,0.945,0,-5.489,1,0.187,0.628,0.485,0.982,0.564,147.818,3
You don't know Me,Ray Charles,spotify:track:4h74V26B574hSICB5MZs1c,0.322,0.428,8,-9.102,1,0.0476,0.738,0,0.138,0.245,186.329,3
You Don't Know My Name,Alicia Keys,spotify:track:6LGwYMXXgURfaequXipzHx,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,4
You Don't Know What Love Is,Frank Sinatra,spotify:track:4bDk3TKM6kF1MT2Tzek7QJ,0.581,0.0509,5,-25.046,0,0.0377,0.854,0.892,0.124,0.269,118.494,4
You Don't Mess Around with Jim,Jim Croce,spotify:track:5yrsBzgHkfu2idkl2ILQis,0.705,0.581,11,-11.379,0,0.0455,0.607,1.52e-05,0.117,0.967,163.24,4
You Done Lost Your Good Thing Now,BB King,spotify:track:5hNX9VwbZXJ29NW79dDeDz,0.517,0.394,2,-10.843,1,0.0509,0.679,4.52e-05,0.711,0.578,104.871,4
You Dont Believe,Alan Parsons Project,spotify:track:6VCHZetcB5WcKCKcz7Qwn6,0.654,0.486,5,-15.626,0,0.0312,0.0879,2.8e-05,0.0778,0.61,122.808,4
You Dont Bring Me Flowers,Barbra Streisand,spotify:track:6hacGohCl4dvzLcnbKP0Ma,0.192,0.212,0,-13.018,1,0.0356,0.889,6.48e-05,0.162,0.212,86.984,3
You Dont Care Nothin,Rancid,spotify:track:1vyV51VREagLslXhKJPVDE,0.46,0.989,0,-3.686,1,0.118,0.0107,1.61e-05,0.399,0.559,167.711,4
You Dont Have To Call,Usher,spotify:track:5PCJldueshnwqQVjS16543,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,4
You Dont Know Me,Michael Buble,spotify:track:41BxLqai6W39BVVAtzKSM1,0.341,0.359,0,-9.471,1,0.0356,0.844,6.73e-05,0.103,0.301,185.064,3
You Dont Own Me,Lesley Gore,spotify:track:7ngRS53kqxLcEt9Pythc5d,0.473,0.434,2,-10.02,1,0.0257,0.701,0,0.628,0.711,94.814,3
You Drive Me Crazy,Britney Spears,spotify:track:1DSJNBNhGZCigg9ll5VeZv,0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,4
You Dropped The Bomb On Me,Gap Band,spotify:track:0D3Os50xGCpZcTrZCpKWSi,0.8,0.439,9,-17.734,1,0.0502,0.00815,0.000607,0.291,0.79,126.042,4
You Fool No One,Deep Purple,spotify:track:0qw808J7HVxJmyLSLXQLGc,0.341,0.61,2,-17.076,1,0.0666,0.0146,0.761,0.947,0.135,145.426,4
You Found Me,Fray,spotify:track:4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,4
You gave me a Mountain,Marty Robbins,spotify:track:4Nh2BL0xcd7Nu3e6GOwZIz,0.324,0.332,0,-13.657,1,0.0359,0.616,0.0157,0.109,0.255,199.347,3
You Gave Your Love To Me Softly,Weezer,spotify:track:6nfLKum9Lr2AuLkeDMoJ8e,0.397,0.982,8,-4.108,1,0.0933,0.000235,8.84e-06,0.311,0.394,152.351,4
You Get What You Give,New Radicals,spotify:track:1Cwsd5xI8CajJz795oy4XF,0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,4
You Give Love A Bad Name,Bon Jovi,spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4
You Give Love A Bad Name,Bon Jovi,spotify:track:0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4
You Give Love A Bad Name (2),Bon Jovi,spotify:track:3xk2TvEryK35NelT8f3YiB,0.525,0.929,11,-4.441,0,0.0508,0.0215,1.21e-06,0.95,0.604,121.288,4
You Give Me All I Need,Scorpions,spotify:track:2Hv9s6iVv1wZnWkYRUy7ew,0.416,0.924,8,-3.45,0,0.0489,0.00171,6.34e-06,0.0929,0.253,119.955,4
You give me something,James Morrison,spotify:track:6bFsQ6yOp3z5mGNkhWP0P1,0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753,4
You Go To My Head,Frank Sinatra,spotify:track:7KsJkshpIjjeIwyKnkhQUc,0.147,0.215,3,-14.594,0,0.0346,0.965,0.000928,0.184,0.102,171.46,3
You Go To My Head,Hank Jones,spotify:track:54qtkpMVgJUJ4m2s3ZqlOW,0.464,0.148,10,-18.297,1,0.0383,0.989,0.864,0.1,0.0506,123.885,4
You got it,Roy Orbison,spotify:track:6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,4
You Got It All,Jets,spotify:track:23x0iKY1oRBQVM8ka2s2bF,0.66,0.358,5,-11.184,0,0.0287,0.255,0,0.0999,0.625,166.904,4
You Got It Bad,Usher,spotify:track:7J41dYQolQJEtj3UmKLu5r,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4
You Got Lucky,Tom Petty,spotify:track:5odJF8z6Ref4rQ14fq0UIA,0.709,0.615,9,-6.92,0,0.0272,0.115,5.56e-06,0.0634,0.602,115.155,4
You Got Me,Roots,spotify:track:4pdLZsxq0y5oJDb6Cxlokw,0.729,0.442,11,-8.106,0,0.285,0.151,0,0.189,0.757,81.029,4
You Got No Right,Velvet Revolver,spotify:track:2HRszCqwigKzQSqk91LvWa,0.355,0.769,7,-4.693,1,0.0321,0.00697,4.15e-05,0.186,0.123,97.997,4
You Got The Feelin,Five,spotify:track:0HjeuAy5DCzkwmODn3tYpT,0.762,0.852,0,-7.088,1,0.115,0.0552,0,0.128,0.851,98.562,4
You Got The Look,Sheena Easton,spotify:track:6RCIc1HC281C74oBBMGffs,0.721,0.659,10,-11.459,1,0.0332,0.0145,0.668,0.0949,0.706,119.847,4
You Got The Silver,Rolling Stones,spotify:track:2pbHaKsIRuIqjZHCLpyQMv,0.471,0.371,5,-11.123,1,0.0423,0.756,0.0272,0.137,0.543,143.892,4
You Gotta Move,Rolling Stones,spotify:track:4uhJps8XVlPZbdI5ZArAUO,0.439,0.422,0,-8.384,1,0.0312,0.724,0.203,0.152,0.564,70.283,4
You Had Me From Hello,Bon Jovi,spotify:track:1ioVvum2CyO4W9o61gIHcP,0.695,0.39,2,-8.994,1,0.0243,0.462,4.25e-06,0.141,0.214,104.988,4
You Keep It All In,Beautiful South,spotify:track:57gpjrxXMnqyKIxzMToJ7A,0.789,0.489,5,-15.382,1,0.054,0.244,0.0131,0.124,0.86,147.447,4
You Know Im No Good,Amy Winehouse,spotify:track:0DMRKqrpd0QO4RWiEdMib0,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,4
You Know My Name,Beatles,spotify:track:2k7gS1tS9OHeS3e8MatzgJ,0.672,0.529,2,-11.566,1,0.2,0.647,0,0.147,0.696,118.822,4
You Know My Name (Look Up The Number),Beatles,spotify:track:2k7gS1tS9OHeS3e8MatzgJ,0.672,0.529,2,-11.566,1,0.2,0.647,0,0.147,0.696,118.822,4
You Know What I Mean,Phil Collins,spotify:track:25mXhNzmG2T8PqegbunKEP,0.357,0.208,3,-12.008,1,0.0363,0.914,0,0.278,0.312,98.253,4
You Know What They Do To Guys Like Us In Prison,My Chemical Romance,spotify:track:5bTuwAgYUD5MABOIPH8ZMt,0.387,0.913,8,-3.761,1,0.0814,0.00366,0,0.136,0.674,185.957,4
You Know Youre Right,Nirvana,spotify:track:5O8L4I2S4izFGDjvP7xAKv,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,4
You Know Youre Right (2),Nirvana,spotify:track:5O8L4I2S4izFGDjvP7xAKv,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,4
You Learn,Alanis Morissette,spotify:track:4l7YIni9bAiGwWMqK5wvgV,0.401,0.706,8,-7.554,1,0.0404,0.00415,0,0.0916,0.458,168.669,4
You Lied,Tool,spotify:track:2AxJdvcv8dTlvYy3J7vznq,0.535,0.907,7,-4.944,1,0.277,0.0841,0,0.122,0.461,169.884,3
You Light Up My Life,Bette Midler,spotify:track:3dFR132gzO8jxD57R2gid3,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19e-05,0.262,0.0685,77.986,3
You light up my life,Leann Rimes,spotify:track:05NgW9vpvEdfPxG7A0odVK,0.347,0.4,3,-7.359,1,0.0273,0.63,0,0.122,0.108,77.987,3
You Like Me Too Much,Beatles,spotify:track:0y1LLH0NiwOD5tM3aNMXTr,0.555,0.57,7,-7.869,1,0.0302,0.415,0,0.191,0.899,88.316,4
You Look So Fine,Garbage,spotify:track:46CWaRC1nKPlQ7NXm4a2dC,0.561,0.608,4,-9.61,0,0.0238,0.138,0.0205,0.0799,0.38,103.935,4
You look so good in love,George Strait,spotify:track:5BYOLEoFD1fWokKncxz7BQ,0.642,0.233,9,-16.568,1,0.0298,0.435,0,0.105,0.333,114.495,3
You Lookin At Me Lookin At You,Ozzy Osbourne,spotify:track:7Alh3BJqPxg660dYZuL6YJ,0.493,0.896,4,-5.607,1,0.113,0.392,0,0.187,0.496,127.976,4
You Love,Prodigy,spotify:track:6vsy0Bg3BeAyq7INPGEA2o,0.646,0.823,7,-10.838,1,0.0586,0.0075,0.212,0.411,0.579,147.101,4
You Love Me,Celine Dion,spotify:track:28UMiBhn383n9S7GL4tsxD,0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,4
You Love me to Hate You,Kiss,spotify:track:2DQkEhN4mqG18sUwOPRQsJ,0.562,0.874,5,-9.366,0,0.0577,0.394,0.00777,0.0973,0.428,119.328,4
You Love Us,Manic Street Preachers,spotify:track:7v0BY9yiDJtNPoKx4JEULV,0.0963,0.71,0,-5.567,1,0.0404,2.26e-06,0.727,0.101,0.257,75.663,4
You Made Me Love You,Patsy Cline,spotify:track:4dDD9wDgw7qlPRQy4CwJ90,0.601,0.2,0,-14.26,1,0.0338,0.93,1.91e-06,0.0928,0.428,115.686,3
You Make Loving Fun,Fleetwood Mac,spotify:track:28H3wOEKsaEa8NBEYCLl4j,0.625,0.591,7,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,4
You Make Me,Avicii,spotify:track:52RK8UVEDgUAgpecOpTQM3,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,4
You Make Me Feel,Celine Dion,spotify:track:6yfx76QsLGsfkaPoCFliZ5,0.599,0.459,1,-8.786,0,0.0297,0.184,0,0.351,0.152,104.721,3
you make me feel brand new,Stylistics,spotify:track:73GR50SgGV5hybgWDSFWtD,0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015,4
You Make Me Feel Like,Aretha Franklin,spotify:track:5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,3
You Make Me Me,MXPX,spotify:track:7dEQ5U6zDLGm0SxJpWu0KS,0.325,0.968,2,-5.314,1,0.0585,0.0639,8e-05,0.506,0.6,191.827,4
You Make Me Rock Hardmid,Kiss,spotify:track:2z859I2gUd6FK9dSx0ADVL,0.681,0.728,6,-9.548,0,0.0323,0.0576,0,0.327,0.542,119.47,4
You Make Me Sick,Pink,spotify:track:1icygp76kVbs429RikF0jJ,0.773,0.686,11,-6.596,0,0.163,0.00224,2.06e-06,0.347,0.661,100.542,4
You Make Me Smile,Dave Koz,spotify:track:2KpoIytulOu4Iai6GxALfs,0.732,0.666,5,-9.976,0,0.0352,0.121,0.000771,0.046,0.879,90.974,4
You Make Me Wanna,Usher,spotify:track:47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.922,164.088,4
You Make Me Wanna,Blue,spotify:track:3JXOgu8fPBeyRXyEXnUeQV,0.656,0.537,6,-5.959,0,0.0535,0.577,0,0.287,0.611,140.048,4
You May Be Right,Garth Brooks,spotify:track:3Eik16RO0lcEL5ToOiTHMa,0.574,0.86,9,-11.25,1,0.0376,0.135,0,0.314,0.826,146.998,4
You May Be Right,Billy Joel,spotify:track:7gMOe0gXYcELUoVugfMmHP,0.567,0.945,9,-7.243,1,0.0458,0.175,2.6e-06,0.35,0.961,150.792,4
You Might Think I'm Crazy,Cars,spotify:track:5tKlIgkTo8QZBVLGkyhEso,0.715,0.758,2,-7.52,1,0.0319,0.0162,0.0294,0.119,0.978,133.622,4
You Move Me,Garth Brooks,spotify:track:5N8Mm7sHHhYAQpzDqB74KL,0.56,0.356,4,-15.672,1,0.0372,0.652,9.99e-05,0.0825,0.332,88.647,4
You Must Love Me Evita,Madonna,spotify:track:78JPL7uIfs6Imm57r1QETk,0.357,0.161,10,-14.789,1,0.0436,0.927,3.83e-05,0.146,0.267,88.724,4
You Needed Me,Boyzone,spotify:track:2uuW3roQlIXlp8V59Cd08Q,0.583,0.499,5,-7.894,1,0.0284,0.465,0,0.154,0.289,132.021,4
You Needed Me,Anne Murray,spotify:track:5d4E1hgkLyb7sXr5J3InnM,0.497,0.296,9,-10.756,1,0.0302,0.431,0,0.106,0.171,62.204,4
You Never Even Called Me By My Name,David Allan Coe,spotify:track:4mgV58X8qVYytel54ei8N5,0.525,0.369,0,-13.312,1,0.0294,0.422,0,0.113,0.564,126.72,4
You Never Give Me Your Money,Beatles,spotify:track:1jOLTO379yIu9aMnCkpMQl,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,3
You Never Wash Up After Yourself,Radiohead,spotify:track:2YdjFX6PdEMDGMqTM1IXPK,0.301,0.191,0,-20.209,1,0.0381,0.703,0.151,0.115,0.546,174.886,3
You Not Me,Dream Theater,spotify:track:0ZaMa2s8nx5Lpiiggk4inz,0.408,0.685,1,-8.279,0,0.0681,4.57e-05,0.2,0.383,0.551,154.14,4
You Only Live Once,Strokes,spotify:track:4fPBB44eDH71YohayI4eKV,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,4
You Only Live Twice,Movie Themes,spotify:track:1De6CVPQiT4WWgrbzFi2ZF,0.165,0.125,5,-19.914,1,0.0394,0.947,0.976,0.0967,0.338,80.872,4
You Or Me,Dream Theater,spotify:track:0ZaMa2s8nx5Lpiiggk4inz,0.408,0.685,1,-8.279,0,0.0681,4.57e-05,0.2,0.383,0.551,154.14,4
You Oughta Know,Alanis Morissette,spotify:track:70C4bB9wVVXvxQAxsDjF8O,0.664,0.834,4,-7.737,1,0.0576,0.208,0,0.452,0.411,105.294,4
You Raise Me Up,Josh Gorban,spotify:track:1xugsCboIm1yILqpLvH9aD,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,4
You Raise Me Up,Josh Gorban,spotify:track:1xugsCboIm1yILqpLvH9aD,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,4
You Really Got A Hold On Me,Beatles,spotify:track:7rgUYidQh5tH0YlXCoKaYJ,0.373,0.388,9,-9.31,1,0.0337,0.525,0,0.267,0.687,77.643,4
You Really Got A Hold On Me,Miracles,spotify:track:7wLRmjiDYI6flIVzboUqSV,0.68,0.448,0,-8.398,1,0.0302,0.698,0,0.227,0.567,118.461,3
You Really Got A Hold On Me,Smokey Robinson,spotify:track:1vG906bxMqUVufJoLSF4rV,0.652,0.401,9,-13.374,0,0.0327,0.116,0,0.195,0.647,117.682,3
You Really Got Me,Van Halen,spotify:track:0upLyFR8Rr52ZpMp5esQoq,0.454,0.946,1,-5.978,0,0.13,0.0223,0,0.173,0.647,138.18,4
You Really Got Me,Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.493,0,0.0994,0.963,137.382,4
You Really Got Me (2),Kinks,spotify:track:2RBO7LCb29gh0OP1aKJDyz,0.584,0.953,8,-3.796,1,0.103,0.216,3.23e-06,0.0752,0.963,137.273,4
You Remind Me,Usher,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,4
You Remind Me Of Something,R Kelly,spotify:track:01rYWOpu72uFQORnWN84C3,0.631,0.536,6,-7.194,1,0.0586,0.591,0,0.108,0.829,59.999,4
You Sang To Me,Marc Anthony,spotify:track:2dwhMQsFeHr2S787WxqAqW,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,4
You Send Me,Sam Cooke,spotify:track:1XPj5quoeV5Gd0paSUDpvm,0.572,0.365,4,-7.583,0,0.0276,0.88,0,0.125,0.41,96.022,4
You Sexy Thing,Hot Chocolate,spotify:track:714hERk9U1W8FMYkoC83CO,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,4
You Shook Me,Led Zeppelin,spotify:track:4HIunZLibo5KfbYIQRrHSu,0.366,0.56,11,-10.361,0,0.0633,0.647,0.00703,0.18,0.361,155.42,3
You Shook Me All Night Long,AC DC,spotify:track:2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
You Shook Me All Night Long (2),AC DC,spotify:track:778MsQxm8FaGUpZH6jttfr,0.404,0.966,6,-4.83,1,0.0863,0.00172,0,0.752,0.622,129.914,4
You Shook Me All Night Long (3),AC DC,spotify:track:1BlDDTJou9iq4v1zxH9ndI,0.782,0.411,7,-3.281,1,0.0394,0.626,3.95e-06,0.22,0.617,122.976,4
You Should Be Dancing,Bee Gees,spotify:track:2xiOdusRnZezQok1RgLNeS,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009,4
You Should Be Dancing (2),Bee Gees,spotify:track:0BI1ngEYoeRTSTebwCsnEo,0.698,0.86,0,-5.895,1,0.0308,0.0175,0.313,0.521,0.961,122.974,4
You Should Be Mine,Brian McKnight,spotify:track:0ERh5YRgDVCp8iRaXRqEhG,0.773,0.524,1,-7.612,1,0.0343,0.00416,0.000491,0.25,0.657,94.776,4
You shouldn't be kissin' me like this,Toby Keith,spotify:track:5taqvRgn1DdZ117p2DhPXQ,0.439,0.665,7,-7.671,1,0.0351,0.474,1.56e-05,0.26,0.328,168.707,4
You Spin Me Round,Dead Or Alive,spotify:track:1ChulFMnwxoD74Me8eX2TU,0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,4
You Still Believe In Me,Beach Boys,spotify:track:4fJtDPJ2NiLfFfZfu8HyYc,0.436,0.434,11,-7.965,1,0.031,0.119,2.95e-06,0.183,0.121,88.872,4
You Still Touch Me,Sting,spotify:track:5kFCKt7T3ObVmDZjMKcBSP,0.666,0.577,7,-9.012,1,0.022,0.0543,0,0.0837,0.634,101.283,4
You Still Want Me,Kinks,spotify:track:3ItPEqxQs6IaXphBF4qiGb,0.488,0.924,9,-5.779,1,0.195,0.501,0,0.0948,0.684,145.698,4
You Stole The Sun From My Heart,Manic Street Preachers,spotify:track:75Ii3Myt6vRsbjzaTbwDQt,0.618,0.832,9,-8.015,1,0.0333,8.83e-05,9.01e-05,0.183,0.374,117.987,4
